GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC02
Id,Id2,Geography,Median income (dollars); Estimate; Households
8600000US11961,11961,ZCTA5 11961,61721
8600000US11962,11962,ZCTA5 11962,-
8600000US11963,11963,ZCTA5 11963,86310
8600000US11964,11964,ZCTA5 11964,79878
8600000US11965,11965,ZCTA5 11965,117917
8600000US11967,11967,ZCTA5 11967,82733
8600000US11968,11968,ZCTA5 11968,81740
8600000US11970,11970,ZCTA5 11970,-
8600000US11971,11971,ZCTA5 11971,90313
8600000US11972,11972,ZCTA5 11972,106111
8600000US11973,11973,ZCTA5 11973,-
8600000US11975,11975,ZCTA5 11975,68125
8600000US11976,11976,ZCTA5 11976,133056
8600000US11977,11977,ZCTA5 11977,95000
8600000US11978,11978,ZCTA5 11978,82147
8600000US11980,11980,ZCTA5 11980,91228
8600000US12007,12007,ZCTA5 12007,-
8600000US12008,12008,ZCTA5 12008,106250
8600000US12009,12009,ZCTA5 12009,91250
8600000US12010,12010,ZCTA5 12010,45981
8600000US12015,12015,ZCTA5 12015,53095
8600000US12017,12017,ZCTA5 12017,73690
8600000US12018,12018,ZCTA5 12018,82738
8600000US12019,12019,ZCTA5 12019,94049
8600000US12020,12020,ZCTA5 12020,73387
8600000US12022,12022,ZCTA5 12022,50521
8600000US12023,12023,ZCTA5 12023,62778
8600000US12024,12024,ZCTA5 12024,-
8600000US12025,12025,ZCTA5 12025,64005
8600000US12027,12027,ZCTA5 12027,98688
8600000US12028,12028,ZCTA5 12028,74750
8600000US12029,12029,ZCTA5 12029,85958
8600000US12031,12031,ZCTA5 12031,44167
8600000US12032,12032,ZCTA5 12032,46515
8600000US12033,12033,ZCTA5 12033,71909
8600000US12035,12035,ZCTA5 12035,37734
8600000US12036,12036,ZCTA5 12036,53375
8600000US12037,12037,ZCTA5 12037,58819
8600000US12040,12040,ZCTA5 12040,41518
8600000US12041,12041,ZCTA5 12041,57548
8600000US12042,12042,ZCTA5 12042,-
8600000US12043,12043,ZCTA5 12043,49710
8600000US12045,12045,ZCTA5 12045,46094
8600000US12046,12046,ZCTA5 12046,81304
8600000US12047,12047,ZCTA5 12047,52300
8600000US12051,12051,ZCTA5 12051,58720
8600000US12052,12052,ZCTA5 12052,64250
8600000US12053,12053,ZCTA5 12053,81646
8600000US12054,12054,ZCTA5 12054,97440
8600000US12056,12056,ZCTA5 12056,93456
8600000US12057,12057,ZCTA5 12057,53750
8600000US12058,12058,ZCTA5 12058,67837
8600000US12059,12059,ZCTA5 12059,73750
8600000US12060,12060,ZCTA5 12060,67800
8600000US12061,12061,ZCTA5 12061,85560
8600000US12062,12062,ZCTA5 12062,69107
8600000US12063,12063,ZCTA5 12063,99196
8600000US12064,12064,ZCTA5 12064,62946
8600000US12065,12065,ZCTA5 12065,84228
8600000US12066,12066,ZCTA5 12066,60132
